frame,timestamp,gesture_id,gesture,thumb_tip_x,thumb_tip_y,thumb_tip_z,index_tip_x,index_tip_y,index_tip_z,wrist_x,wrist_y,wrist_z,index_mcp_x,index_mcp_y,index_mcp_z,pinky_mcp_x,pinky_mcp_y,pinky_mcp_z
0,1772099458.0464509,0,0
1,1772099458.1286702,0,0
2,1772099458.1727555,0,0
3,1772099458.2216697,0,0
4,1772099458.2643502,0,0
5,1772099458.307303,0,0
6,1772099458.3520136,0,0
7,1772099458.4008274,0,0
8,1772099458.4586222,0,0
9,1772099458.5030482,0,0
10,1772099458.542394,0,0
11,1772099458.5978284,0,0
12,1772099458.6419766,0,0
13,1772099458.70425,0,0
14,1772099458.7605486,0,0
15,1772099458.8089247,0,0
16,1772099458.859011,0,0
17,1772099458.9123173,0,0
18,1772099458.958639,0,0
19,1772099459.00016,0,0
20,1772099459.0411146,0,0
21,1772099459.091983,0,0
22,1772099459.1397932,0,0
23,1772099459.1920078,0,0
24,1772099459.2423809,0,0
25,1772099459.2959342,0,0
26,1772099459.3419392,0,0
27,1772099459.405507,0,0
28,1772099459.468901,0,0
29,1772099459.5106332,0,0
30,1772099459.558653,0,0
31,1772099459.609066,0,0
32,1772099459.650034,0,0
33,1772099459.717848,0,0
34,1772099459.759764,0,0
35,1772099459.8057034,0,0
36,1772099459.859267,0,0
37,1772099459.9092858,0,0
38,1772099459.9588494,0,0
39,1772099460.0145395,0,0
40,1772099460.0700989,0,0
41,1772099460.128673,0,0
42,1772099460.1797948,0,0
43,1772099460.2252982,0,0
44,1772099460.2752676,0,0
45,1772099460.338469,0,0
46,1772099460.3927338,0,0
47,1772099460.445621,0,0
48,1772099460.498057,0,0
49,1772099460.5432549,0,0
50,1772099460.5952773,0,0
51,1772099460.6422226,0,0
52,1772099460.693294,0,0
53,1772099460.7451727,0,0
54,1772099460.7958646,0,0
55,1772099460.8419137,0,0
56,1772099460.8925755,0,0
57,1772099460.945867,0,0
58,1772099460.9941683,0,0
59,1772099461.0429685,0,0
60,1772099461.0943155,0,0
61,1772099461.1440353,1,1
62,1772099461.1998875,1,1
63,1772099461.2386963,1,1
64,1772099461.2828815,1,1
65,1772099461.3287845,1,1
66,1772099461.3773491,1,1
67,1772099461.4331813,1,1
68,1772099461.4781108,1,1
69,1772099461.5281575,1,1
70,1772099461.5786633,1,1
71,1772099461.6291854,1,1
72,1772099461.6848347,1,1
73,1772099461.7282312,1,1
74,1772099461.7822444,1,1
75,1772099461.825535,1,1
76,1772099461.8799596,1,1
77,1772099461.9326816,1,1
78,1772099461.9806736,1,1
79,1772099462.0286646,1,1
80,1772099462.082162,1,1
81,1772099462.1318445,1,1
82,1772099462.1787574,1,1
83,1772099462.2290554,1,1
84,1772099462.2752924,1,1
85,1772099462.3290637,1,1
86,1772099462.3804052,1,1
87,1772099462.4298017,1,1
88,1772099462.478736,1,1
89,1772099462.5297732,1,1
90,1772099462.5781384,1,1
91,1772099462.6251812,1,1
92,1772099462.678896,1,1
93,1772099462.7291405,1,1
94,1772099462.7755327,1,1
95,1772099462.831499,1,1
96,1772099462.8815157,1,1
97,1772099462.9288633,1,1
98,1772099462.9751725,1,1
99,1772099463.0287237,1,1
100,1772099463.0787346,1,1
101,1772099463.1286736,1,1
102,1772099463.175214,1,1
103,1772099463.2255743,1,1
104,1772099463.278783,1,1
105,1772099463.3255997,1,1
106,1772099463.3755443,1,1
107,1772099463.4252162,1,1
108,1772099463.4787006,1,1
109,1772099463.5301795,1,1
110,1772099463.5755684,1,1
111,1772099463.6299188,1,1
112,1772099463.679028,1,1
113,1772099463.7264729,1,1
114,1772099463.775504,1,1
115,1772099463.8251774,1,1
116,1772099463.8771234,1,1
117,1772099463.9239707,1,1
118,1772099463.9755852,1,1
119,1772099464.0229044,1,1
120,1772099464.0753124,1,1
121,1772099464.1256301,1,1
122,1772099464.1751418,1,1
123,1772099464.2218847,1,1
124,1772099464.2755044,1,1
125,1772099464.325252,1,1
126,1772099464.375715,1,1
127,1772099464.4255726,1,1
128,1772099464.4751496,1,1
129,1772099464.5283844,1,1
130,1772099464.5788488,1,1
131,1772099464.6257632,1,1
132,1772099464.6779413,1,1
133,1772099464.7291284,1,1
134,1772099464.7755575,1,1
135,1772099464.8278873,1,1
136,1772099464.8721027,1,1
137,1772099464.9255438,1,1
138,1772099464.9761386,1,1
139,1772099465.0257478,1,1
140,1772099465.0751228,1,1
141,1772099465.1289272,1,1
142,1772099465.1787343,1,1
143,1772099465.2286959,1,1
144,1772099465.2751493,1,1
145,1772099465.328911,1,1
146,1772099465.3752153,1,1
147,1772099465.4213374,1,1
148,1772099465.4751406,1,1
149,1772099465.528109,1,1
150,1772099465.5887563,1,1
151,1772099465.6419325,1,1
152,1772099465.6939437,1,1
153,1772099465.7518785,1,1
154,1772099465.792201,1,1
155,1772099465.8480763,1,1
156,1772099465.8918383,1,1
157,1772099465.9463546,1,1
158,1772099465.9944723,1,1
159,1772099466.041828,1,1
160,1772099466.1003547,1,1
161,1772099466.14181,1,1
162,1772099466.192168,1,1
163,1772099466.2464325,1,1
164,1772099466.291759,1,1
165,1772099466.3441117,1,1
166,1772099466.3918047,1,1
167,1772099466.4418247,1,1
168,1772099466.4921024,1,1
169,1772099466.5491033,1,1
170,1772099466.5923293,1,1
171,1772099466.6421568,1,1
172,1772099466.6917508,1,1
173,1772099466.7422683,1,1
174,1772099466.834704,1,1
175,1772099466.883752,1,1
176,1772099466.9281027,1,1
177,1772099466.975111,1,1
178,1772099467.0250971,1,1
179,1772099467.075154,1,1
180,1772099467.12892,1,1
181,1772099467.1751602,1,1
182,1772099467.2220669,1,1
183,1772099467.276577,1,1
184,1772099467.3281891,1,1
185,1772099467.375072,1,1
186,1772099467.4252188,1,1
187,1772099467.4751022,1,1
188,1772099467.5381877,1,1
189,1772099467.5751314,1,1
190,1772099467.6308746,1,1
191,1772099467.6755426,1,1
192,1772099467.7302423,1,1
193,1772099467.7781043,1,1
194,1772099467.8224075,1,1
195,1772099467.8754334,1,1
196,1772099467.925689,1,1
197,1772099467.9780767,1,1
198,1772099468.0250442,1,1
199,1772099468.076113,1,1
200,1772099468.124766,1,1
201,1772099468.1751552,1,1
202,1772099468.226335,1,1
203,1772099468.275524,1,1
204,1772099468.3250532,1,1
205,1772099468.3755887,1,1
206,1772099468.4312384,1,1
207,1772099468.4791062,1,1
208,1772099468.5253787,1,1
209,1772099468.5788038,1,1
210,1772099468.6300328,1,1
211,1772099468.6780677,1,1
212,1772099468.725364,1,1
213,1772099468.775469,1,1
214,1772099468.8250616,1,1
215,1772099468.878842,1,1
216,1772099468.9254003,1,1
217,1772099468.9642394,1,0
218,1772099469.0081072,1,0
219,1772099469.0522966,1,0
220,1772099469.0916836,1,0
221,1772099469.1418366,1,0
222,1772099469.1928165,1,0
223,1772099469.2417302,1,0
224,1772099469.2952883,1,0
225,1772099469.3417578,1,0
226,1772099469.3910956,1,0
227,1772099469.4388063,1,0
228,1772099469.4935455,1,0
229,1772099469.5479665,1,0
230,1772099469.5956893,1,0
231,1772099469.642163,1,0
232,1772099469.694905,1,0
233,1772099469.7417216,1,0
234,1772099469.7940416,1,0
235,1772099469.8417542,1,0
236,1772099469.8942494,1,0
237,1772099469.9416935,1,0
238,1772099469.9820411,1,0
239,1772099470.0239606,1,0
240,1772099470.0781255,1,0
241,1772099470.1264968,1,0
242,1772099470.1754117,1,0
243,1772099470.2281,1,0
244,1772099470.2757812,1,0
245,1772099470.3278372,1,0
246,1772099470.3787355,1,0
247,1772099470.4218686,1,0
248,1772099470.4740767,1,0
249,1772099470.5255635,1,0
250,1772099470.5736902,1,0
251,1772099470.628039,1,0
252,1772099470.675075,1,0
253,1772099470.7254949,1,0
254,1772099470.7750037,1,0
255,1772099470.8250022,1,0
256,1772099470.8755,1,0
257,1772099470.928126,1,0
258,1772099470.9862983,1,0
259,1772099471.0252078,1,0
260,1772099471.0751302,1,0
261,1772099471.1250677,1,0
262,1772099471.1753914,1,0
263,1772099471.2298727,1,0
264,1772099471.2790587,1,0
265,1772099471.32498,1,0
266,1772099471.3754165,1,0
267,1772099471.4280553,1,0
268,1772099471.4750016,1,0
269,1772099471.5287242,1,0
270,1772099471.5751019,1,0
271,1772099471.6320276,1,0
272,1772099471.6780891,1,0
273,1772099471.7290826,1,0
274,1772099471.7788167,1,0
275,1772099471.8261979,1,0
276,1772099471.878055,1,0
277,1772099471.929775,1,0
278,1772099471.9781928,1,0
279,1772099472.0291214,1,0
280,1772099472.0753813,1,0
281,1772099472.129043,1,0
282,1772099472.1732733,1,0
283,1772099472.2280288,1,0
284,1772099472.2749507,1,0
285,1772099472.3254075,1,0
286,1772099472.3779902,1,0
287,1772099472.4237409,1,0
288,1772099472.475221,1,0
289,1772099472.522726,1,0
290,1772099472.5750127,1,0
291,1772099472.630185,1,0
292,1772099472.675429,1,0
293,1772099472.7251668,1,0
294,1772099472.775374,1,0,0.5303360819816589,1.0416350364685059,-0.04138563945889473,0.5333215594291687,1.111992359161377,-0.0618271566927433,0.3282160758972168,1.1431622505187988,-2.717036977628595e-07,0.46095430850982666,0.9151272177696228,-0.011639592237770557,0.36246275901794434,0.9574085474014282,-0.05660166218876839
295,1772099472.8298526,1,0,0.5343074798583984,1.0663042068481445,-0.06669435650110245,0.5384078025817871,1.126453161239624,-0.0971401035785675,0.32503020763397217,1.104803204536438,-2.838589097109434e-08,0.4628992974758148,0.9064335823059082,-0.032000139355659485,0.36436790227890015,0.9719592332839966,-0.07491380721330643
296,1772099472.8791218,1,0,0.4717039167881012,0.8064427971839905,-0.07646770030260086,0.4378843903541565,0.728972315788269,-0.12860006093978882,0.32300543785095215,0.9871459007263184,1.7933919593815517e-07,0.3725544810295105,0.7864901423454285,-0.04231072589755058,0.2820991575717926,0.8673624992370605,-0.08046698570251465
297,1772099472.9253392,1,0,0.45741429924964905,0.7749465107917786,-0.06954704225063324,0.424869179725647,0.6870318651199341,-0.10685551166534424,0.3082810342311859,0.953199028968811,3.696640646921878e-07,0.3593987822532654,0.752100944519043,-0.031569238752126694,0.2652890682220459,0.8310350775718689,-0.06499794870615005
