frame,timestamp,gesture_id,gesture,nose_x,nose_y,nose_z,nose_vis,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_vis,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_vis,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_vis,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_vis,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_vis,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_vis,left_hip_x,left_hip_y,left_hip_z,left_hip_vis,right_hip_x,right_hip_y,right_hip_z,right_hip_vis
10,1772099458.542394,0,0,0.14472627639770508,-0.5843561887741089,-0.25251486897468567,0.9997332692146301,0.15628203749656677,-0.45737043023109436,-0.008946573361754417,0.9994814395904541,-0.11760298907756805,-0.42521461844444275,-0.20185261964797974,0.9995697140693665,0.2302009016275406,-0.25929173827171326,0.05359712615609169,0.2953713536262512,-0.2240060567855835,-0.19764059782028198,-0.22341439127922058,0.5801321864128113,0.29057055711746216,-0.06372437626123428,-0.015696929767727852,0.048214200884103775,-0.22116878628730774,-0.046030089259147644,-0.25525206327438354,0.12458370625972748,0.12575121223926544,0.009251367300748825,0.04044196009635925,0.0022640065290033817,-0.12551681697368622,-0.02874101512134075,-0.03565208613872528,0.001996961422264576
11,1772099458.5978284,0,0,0.14445224404335022,-0.5842673182487488,-0.2537539601325989,0.9997392892837524,0.15846611559391022,-0.45762571692466736,-0.008748750202357769,0.9994685053825378,-0.11654627323150635,-0.42717111110687256,-0.19976918399333954,0.9995781183242798,0.23017817735671997,-0.2591516375541687,0.055180810391902924,0.29116007685661316,-0.2241249680519104,-0.2005704939365387,-0.22264084219932556,0.5907103419303894,0.28985726833343506,-0.06252895295619965,-0.01533506903797388,0.04955146461725235,-0.2214534878730774,-0.04606503248214722,-0.2552509307861328,0.12704715132713318,0.12548579275608063,0.00981221254914999,0.04073193296790123,0.002298419363796711,-0.1252455711364746,-0.02919774129986763,-0.03602100536227226,0.002020432148128748
12,1772099458.6419766,0,0,0.1452939361333847,-0.584237277507782,-0.2567559480667114,0.9997431635856628,0.16067485511302948,-0.45768317580223083,-0.008856140077114105,0.9994682669639587,-0.11514189839363098,-0.42930930852890015,-0.1997823566198349,0.9995865821838379,0.2311236411333084,-0.25911813974380493,0.05486929044127464,0.2888557016849518,-0.22407563030719757,-0.20330730080604553,-0.22319649159908295,0.6010748744010925,0.29162827134132385,-0.06170046329498291,-0.016748711466789246,0.05105999484658241,-0.2215813845396042,-0.04606641083955765,-0.2587706744670868,0.12936516106128693,0.125377357006073,0.010502970777451992,0.04081804305315018,0.0022967252880334854,-0.1251436173915863,-0.029880991205573082,-0.03613746538758278,0.0019997856579720974
13,1772099458.70425,0,0,0.14794066548347473,-0.5842859148979187,-0.25651219487190247,0.9997527003288269,0.16259872913360596,-0.4577341377735138,-0.008529441431164742,0.9994679093360901,-0.11285100877285004,-0.4303124248981476,-0.19917716085910797,0.9995942115783691,0.23251447081565857,-0.259040504693985,0.054839253425598145,0.28505802154541016,-0.22380024194717407,-0.20494268834590912,-0.22323913872241974,0.6089808940887451,0.29349878430366516,-0.06173016130924225,-0.016875075176358223,0.05251099914312363,-0.2218901813030243,-0.04611588269472122,-0.26082977652549744,0.13164974749088287,0.1253681778907776,0.010873754508793354,0.04104873910546303,0.0022887762170284986,-0.12512847781181335,-0.03036116249859333,-0.0363866463303566,0.001981140812858939
14,1772099458.7605486,0,0,0.13977040350437164,-0.5853656530380249,-0.2636389136314392,0.9997653961181641,0.17084549367427826,-0.4577426612377167,-0.010760233737528324,0.9994624853134155,-0.11287713795900345,-0.4336756765842438,-0.1879119575023651,0.999607264995575,0.23261843621730804,-0.2548709511756897,0.04796826094388962,0.27966463565826416,-0.22426143288612366,-0.20539236068725586,-0.20499147474765778,0.6116544008255005,0.2893780469894409,-0.05406535044312477,-0.0259581059217453,0.05109988898038864,-0.2219177931547165,-0.04500803351402283,-0.2473824918270111,0.12785369157791138,0.12558908760547638,0.011493543162941933,0.040464747697114944,0.0024287672713398933,-0.12533137202262878,-0.030804306268692017,-0.03584301099181175,0.002113072667270899
15,1772099458.8089247,0,0,0.13727368414402008,-0.5858998894691467,-0.2639588415622711,0.9997731447219849,0.17149189114570618,-0.456948459148407,-0.014926551841199398,0.9994511008262634,-0.11276913434267044,-0.43402501940727234,-0.18493714928627014,0.9996145963668823,0.23251809179782867,-0.25220784544944763,0.038978736847639084,0.2768104374408722,-0.2260230928659439,-0.20772187411785126,-0.19621674716472626,0.6138967871665955,0.2834811508655548,-0.05175541341304779,-0.030574768781661987,0.04951634630560875,-0.22197893261909485,-0.04583340510725975,-0.23331302404403687,0.12565399706363678,0.1256643682718277,0.011359482072293758,0.0388626754283905,0.0025608916766941547,-0.12538227438926697,-0.030457235872745514,-0.03417026996612549,0.002231691963970661
16,1772099458.859011,0,0,0.1369525045156479,-0.586078405380249,-0.2663225829601288,0.99977707862854,0.17432478070259094,-0.45691102743148804,-0.016245920211076736,0.9994407892227173,-0.11202849447727203,-0.43461787700653076,-0.18422363698482513,0.9996192455291748,0.23284481465816498,-0.25195831060409546,0.039328258484601974,0.27637264132499695,-0.22604459524154663,-0.20856408774852753,-0.19497378170490265,0.6184353232383728,0.28338193893432617,-0.050891339778900146,-0.030417466536164284,0.04859862104058266,-0.2219713032245636,-0.04658176377415657,-0.23212826251983643,0.12337514758110046,0.12573561072349548,0.011530921794474125,0.038474373519420624,0.002658749930560589,-0.12543468177318573,-0.03051663190126419,-0.03377837315201759,0.002307626185938716
17,1772099458.9123173,0,0,0.1334991157054901,-0.5863150358200073,-0.26985958218574524,0.9997735619544983,0.1780196726322174,-0.4565076529979706,-0.019283175468444824,0.9993996024131775,-0.1120624840259552,-0.43515756726264954,-0.18218585848808289,0.9996173977851868,0.232815682888031,-0.25007742643356323,0.03735394403338432,0.2710278332233429,-0.22648899257183075,-0.20904165506362915,-0.18853525817394257,0.621399998664856,0.2815617024898529,-0.047661323100328445,-0.03187493607401848,0.04694183170795441,-0.22182384133338928,-0.04650046303868294,-0.2269713580608368,0.12108248472213745,0.12603920698165894,0.011710693128407001,0.03787422925233841,0.0027377214282751083,-0.12569929659366608,-0.030637521296739578,-0.033176127821207047,0.0023913602344691753
18,1772099458.958639,0,0,0.13131573796272278,-0.5877461433410645,-0.27035433053970337,0.9997810125350952,0.1818159520626068,-0.45635414123535156,-0.019279344007372856,0.9993761777877808,-0.11199315637350082,-0.43656760454177856,-0.17760559916496277,0.9996209144592285,0.23375210165977478,-0.24804703891277313,0.03549951687455177,0.2647707760334015,-0.226717010140419,-0.20980152487754822,-0.18428535759449005,0.6223547458648682,0.28081995248794556,-0.046046629548072815,-0.035628791898489,0.04533405974507332,-0.2217969000339508,-0.046170663088560104,-0.2264704406261444,0.11842672526836395,0.12631110846996307,0.012156488373875618,0.03775244951248169,0.0027668981347233057,-0.1259351670742035,-0.03128700330853462,-0.033071376383304596,0.002433112822473049
19,1772099459.00016,0,0,0.12449111044406891,-0.5896152853965759,-0.2704388499259949,0.9997889995574951,0.18272711336612701,-0.45531898736953735,-0.022917741909623146,0.9993566274642944,-0.11245787143707275,-0.43716394901275635,-0.17071451246738434,0.9996240139007568,0.2336202710866928,-0.24572035670280457,0.02162560075521469,0.260174423456192,-0.2280619889497757,-0.21111556887626648,-0.17320841550827026,0.6220963001251221,0.27847257256507874,-0.04551629349589348,-0.04942260682582855,0.04385277256369591,-0.22278612852096558,-0.04616926237940788,-0.21878163516521454,0.11643681675195694,0.12672515213489532,0.012121842242777348,0.035477522760629654,0.002854563994333148,-0.12629464268684387,-0.03125104308128357,-0.030803345143795013,0.0025397457648068666
20,1772099459.0411146,0,0,0.12220779061317444,-0.5896006226539612,-0.2702470123767853,0.9997926950454712,0.18841451406478882,-0.4537077248096466,-0.02286526933312416,0.9993404150009155,-0.11249589174985886,-0.4388144314289093,-0.160482719540596,0.9996340870857239,0.23568843305110931,-0.24018995463848114,0.014051415957510471,0.2562682330608368,-0.22831504046916962,-0.2110181748867035,-0.16544188559055328,0.6260650157928467,0.2781524658203125,-0.044380757957696915,-0.06882353127002716,0.04232686758041382,-0.22330504655838013,-0.04456479474902153,-0.21701358258724213,0.11571293324232101,0.12701170146465302,0.012724566273391247,0.034206703305244446,0.0029205172322690487,-0.1265641748905182,-0.03173273056745529,-0.02962604910135269,0.0026588812470436096
21,1772099459.091983,0,0,0.1228797659277916,-0.5911658406257629,-0.270005464553833,0.9997967481613159,0.18816733360290527,-0.45253786444664,-0.02292511984705925,0.9993224143981934,-0.1108865812420845,-0.43899428844451904,-0.1619613766670227,0.999637246131897,0.23593547940254211,-0.2395830601453781,0.015965035185217857,0.2532494068145752,-0.22787612676620483,-0.21241310238838196,-0.16750778257846832,0.6244579553604126,0.276582807302475,-0.044639118015766144,-0.06789122521877289,0.04073873162269592,-0.22266903519630432,-0.046673569828271866,-0.21453411877155304,0.11367914080619812,0.12700451910495758,0.012728909961879253,0.033224787563085556,0.003014187328517437,-0.12654417753219604,-0.03173161670565605,-0.028678424656391144,0.002773656975477934
22,1772099459.1397932,0,0,0.1244039237499237,-0.5908806324005127,-0.2716140151023865,0.9998020529747009,0.18808190524578094,-0.45189493894577026,-0.02340514212846756,0.9993179440498352,-0.11090696603059769,-0.43875187635421753,-0.16425971686840057,0.9996411800384521,0.2368270754814148,-0.239226296544075,0.016524959355592728,0.25038373470306396,-0.2271767407655716,-0.21192654967308044,-0.16862231492996216,0.624934196472168,0.2770199179649353,-0.04172031953930855,-0.05879660323262215,0.039863817393779755,-0.22135837376117706,-0.04648435860872269,-0.2157907336950302,0.11108527332544327,0.12704630196094513,0.012860068120062351,0.03325407952070236,0.003075838088989258,-0.12657368183135986,-0.031840212643146515,-0.028705254197120667,0.00283419038169086
23,1772099459.1920078,0,0,0.1251012682914734,-0.590869128704071,-0.27188149094581604,0.9998083710670471,0.18791639804840088,-0.4516333341598511,-0.02350666932761669,0.9993118047714233,-0.1102730929851532,-0.43810421228408813,-0.16758957505226135,0.9996440410614014,0.23619019985198975,-0.2393370270729065,0.019864922389388084,0.24839022755622864,-0.22567932307720184,-0.21184761822223663,-0.16931821405887604,0.627997100353241,0.27599528431892395,-0.04174463078379631,-0.042385272681713104,0.039161741733551025,-0.2183367908000946,-0.0463341660797596,-0.2165997177362442,0.11048905551433563,0.1269373744726181,0.01279767882078886,0.033282943069934845,0.0032146447338163853,-0.12643727660179138,-0.03164171054959297,-0.02872919663786888,0.0029618279077112675
24,1772099459.2423809,0,0,0.12545739114284515,-0.5913051962852478,-0.2718355655670166,0.9998154044151306,0.1873287707567215,-0.45164015889167786,-0.023473285138607025,0.9993083477020264,-0.10935983061790466,-0.43801331520080566,-0.1687764823436737,0.9996480345726013,0.23492281138896942,-0.23947513103485107,0.0234525129199028,0.2454473376274109,-0.22407422959804535,-0.2118210643529892,-0.17064198851585388,0.629616916179657,0.2751178741455078,-0.04194606468081474,-0.03567129746079445,0.03850478306412697,-0.2140471190214157,-0.04632624611258507,-0.2170735001564026,0.11002074927091599,0.126796156167984,0.012745922431349754,0.03330700844526291,0.0033986091148108244,-0.12626254558563232,-0.03146469593048096,-0.028753122314810753,0.0031298398971557617
25,1772099459.2959342,0,0,0.12554992735385895,-0.5913997888565063,-0.2718502879142761,0.999822199344635,0.18691633641719818,-0.4516901671886444,-0.023324592038989067,0.9993043541908264,-0.10876183211803436,-0.43795523047447205,-0.1694360226392746,0.9996522665023804,0.23446321487426758,-0.23948366940021515,0.025537855923175812,0.24263499677181244,-0.2226802408695221,-0.21195678412914276,-0.17207227647304535,0.6306355595588684,0.2741691768169403,-0.04177975654602051,-0.033298470079898834,0.03787969425320625,-0.21195612847805023,-0.046177979558706284,-0.21599452197551727,0.10901784896850586,0.1266040951013565,0.012756775133311749,0.03332844749093056,0.0036180936731398106,-0.1260429471731186,-0.03137412294745445,-0.028764205053448677,0.0033425125293433666
26,1772099459.3419392,0,0,0.12544606626033783,-0.5922930240631104,-0.2721724808216095,0.9998316764831543,0.1848594695329666,-0.45262500643730164,-0.022430485114455223,0.999305248260498,-0.10815941542387009,-0.4379027783870697,-0.17105261981487274,0.9996583461761475,0.23323658108711243,-0.24067802727222443,0.03264599293470383,0.2395779937505722,-0.22218912839889526,-0.21276457607746124,-0.17390473186969757,0.6355875134468079,0.2744652330875397,-0.04327503219246864,-0.022551404312253,0.03760618343949318,-0.21118824183940887,-0.04652075096964836,-0.21774828433990479,0.11010121554136276,0.12626579403877258,0.012576060369610786,0.0336230993270874,0.0038239103741943836,-0.12567302584648132,-0.03097607009112835,-0.029007617384195328,0.0035266533959656954
27,1772099459.405507,0,0,0.12558601796627045,-0.5923151969909668,-0.2721080183982849,0.9998389482498169,0.18321526050567627,-0.4529338479042053,-0.022266563028097153,0.9993116855621338,-0.10817015171051025,-0.4369559586048126,-0.1737334132194519,0.9996622204780579,0.23325438797473907,-0.24284611642360687,0.03685877472162247,0.2380068004131317,-0.22196626663208008,-0.21242208778858185,-0.17918971180915833,0.6375815272331238,0.27725541591644287,-0.04699850454926491,-0.014918810687959194,0.03724244609475136,-0.21129000186920166,-0.04746513068675995,-0.2197180837392807,0.11008802801370621,0.1263270527124405,0.012458771467208862,0.034004922956228256,0.0038816030137240887,-0.12572969496250153,-0.030920134857296944,-0.0293644517660141,0.0035728008951991796
28,1772099459.468901,0,0,0.12611128389835358,-0.5926288962364197,-0.2713664770126343,0.9998498558998108,0.17986798286437988,-0.45428338646888733,-0.019031627103686333,0.999328076839447,-0.10764966160058975,-0.43659672141075134,-0.1764218658208847,0.9996717572212219,0.23325571417808533,-0.2462744265794754,0.04728525131940842,0.23601074516773224,-0.22156885266304016,-0.21253418922424316,-0.18531231582164764,0.6432615518569946,0.28035637736320496,-0.05303897336125374,-0.0010051921708509326,0.037252653390169144,-0.21134017407894135,-0.0479409396648407,-0.22510270774364471,0.1115741953253746,0.12618610262870789,0.012244063429534435,0.03508460521697998,0.00398969417437911,-0.12556910514831543,-0.03068787232041359,-0.030390555039048195,0.0036630071699619293
29,1772099459.5106332,0,0,0.12662261724472046,-0.5927644371986389,-0.2706184983253479,0.9998593926429749,0.17686280608177185,-0.45567065477371216,-0.017258519306778908,0.9993432760238647,-0.10754161328077316,-0.4359362721443176,-0.1794964224100113,0.9996806979179382,0.2329379767179489,-0.2495601922273636,0.054528988897800446,0.2342170774936676,-0.22158879041671753,-0.21251054108142853,-0.19119268655776978,0.6492998600006104,0.28158724308013916,-0.05710052698850632,0.007348116021603346,0.03701404854655266,-0.2115040272474289,-0.04866546019911766,-0.22796721756458282,0.11303512752056122,0.12616856396198273,0.011989902704954147,0.03630881384015083,0.0041182623244822025,-0.12555038928985596,-0.030452419072389603,-0.031595151871442795,0.0037809403147548437
30,1772099459.558653,0,0,0.12702205777168274,-0.5930129885673523,-0.2699122726917267,0.9998681545257568,0.17473967373371124,-0.4566076993942261,-0.016028162091970444,0.9993577599525452,-0.107451893389225,-0.435479998588562,-0.18140700459480286,0.9996888041496277,0.2326614260673523,-0.2515937387943268,0.05762212350964546,0.23262988030910492,-0.221627876162529,-0.21249507367610931,-0.19451455771923065,0.6545538902282715,0.28245869278907776,-0.05974454805254936,0.010211681947112083,0.03682933375239372,-0.21169579029083252,-0.049428801983594894,-0.2299821823835373,0.11436760425567627,0.12615461647510529,0.011753031983971596,0.0371464379131794,0.004227826837450266,-0.1255350261926651,-0.030246742069721222,-0.03241737559437752,0.0038807648234069347
31,1772099459.609066,0,0,0.12708011269569397,-0.5933452844619751,-0.2698736786842346,0.9998745322227478,0.17336289584636688,-0.45723873376846313,-0.016037341207265854,0.999369204044342,-0.10748010873794556,-0.435432493686676,-0.18307660520076752,0.9996954798698425,0.2325911968946457,-0.2534065842628479,0.056653205305337906,0.23217563331127167,-0.22166068851947784,-0.21263200044631958,-0.19735532999038696,0.6593717336654663,0.2837259769439697,-0.06148277223110199,0.007194153033196926,0.03688439726829529,-0.2122664600610733,-0.050110526382923126,-0.23290370404720306,0.11570937186479568,0.12610097229480743,0.01144885178655386,0.037571270018815994,0.004329977557063103,-0.12548001110553741,-0.029964545741677284,-0.03285185992717743,0.003970082383602858
32,1772099459.650034,0,0,0.12734457850456238,-0.5935989618301392,-0.26984041929244995,0.9998815655708313,0.17236284911632538,-0.4580548405647278,-0.015906495973467827,0.9993852376937866,-0.10748827457427979,-0.4354041516780853,-0.18437080085277557,0.9997043609619141,0.2325851172208786,-0.2550466060638428,0.05644197016954422,0.23168273270130157,-0.2220441848039627,-0.2131115049123764,-0.19953836500644684,0.6635907292366028,0.2853415310382843,-0.06286843866109848,0.006145702674984932,0.03699050471186638,-0.21389560401439667,-0.05155699700117111,-0.23519524931907654,0.11696553975343704,0.12605904042720795,0.011282077059149742,0.03805072233080864,0.004386439453810453,-0.12543176114559174,-0.029872316867113113,-0.03333780914545059,0.004014081321656704
33,1772099459.717848,0,0,0.14051620662212372,-0.5935435891151428,-0.2616107761859894,0.9998730421066284,0.16786499321460724,-0.45802804827690125,-0.014308823272585869,0.9993929266929626,-0.10709211230278015,-0.43273302912712097,-0.19623342156410217,0.9996921420097351,0.23365014791488647,-0.2563060522079468,0.0562373548746109,0.23542003333568573,-0.22104066610336304,-0.21274730563163757,-0.21633358299732208,0.6630570888519287,0.2911163866519928,-0.06651493161916733,0.0028235430363565683,0.03848327696323395,-0.21404238045215607,-0.05376295745372772,-0.2448028028011322,0.1179201677441597,0.12574009597301483,0.011247264221310616,0.03980010002851486,0.004231288097798824,-0.12510576844215393,-0.02986886352300644,-0.035067249089479446,0.0038527052383869886
34,1772099459.759764,0,0,0.14428886771202087,-0.5930355191230774,-0.2583346366882324,0.9998683929443359,0.16429390013217926,-0.45801863074302673,-0.01408829540014267,0.9994053244590759,-0.10702616721391678,-0.4318602681159973,-0.20046299695968628,0.999690592288971,0.23371247947216034,-0.25718092918395996,0.05600526183843613,0.23954837024211884,-0.22081632912158966,-0.2126782238483429,-0.21937818825244904,0.6654889583587646,0.2925972640514374,-0.06901631504297256,0.0007244729204103351,0.03949825093150139,-0.2147233635187149,-0.05517268180847168,-0.24669897556304932,0.12026727944612503,0.12558500468730927,0.01088525541126728,0.04055250808596611,0.004202723037451506,-0.12495169043540955,-0.029499756172299385,-0.03577461838722229,0.00381567538715899
35,1772099459.8057034,0,0,0.14545990526676178,-0.5906524658203125,-0.2586172819137573,0.9998564720153809,0.1645192950963974,-0.4578676223754883,-0.014067339710891247,0.9993963837623596,-0.10687153786420822,-0.4318329095840454,-0.20106501877307892,0.9996839761734009,0.2351641058921814,-0.2570998966693878,0.05507371574640274,0.23967477679252625,-0.22027407586574554,-0.2126656472682953,-0.2208968549966812,0.6647312641143799,0.2924245297908783,-0.06868515908718109,-0.009213486686348915,0.03959810361266136,-0.21344059705734253,-0.05548318102955818,-0.24941577017307281,0.12086626887321472,0.12548647820949554,0.010875338688492775,0.040811628103256226,0.004072137642651796,-0.1248675063252449,-0.029527369886636734,-0.03603479638695717,0.003698130138218403
36,1772099459.859267,0,0,0.14582569897174835,-0.5894539952278137,-0.25884124636650085,0.9998477101325989,0.16466976702213287,-0.45778289437294006,-0.014053492806851864,0.9993888735771179,-0.10673143714666367,-0.43182870745658875,-0.20130035281181335,0.999679446220398,0.2360459864139557,-0.25701233744621277,0.05446610227227211,0.2398098111152649,-0.2197704315185547,-0.21265777945518494,-0.22131961584091187,0.6646875739097595,0.2923486530780792,-0.06831513345241547,-0.014098220504820347,0.03964248672127724,-0.21220216155052185,-0.05574043095111847,-0.250720351934433,0.12177310138940811,0.1254228949546814,0.010855778120458126,0.04102242738008499,0.003972664941102266,-0.12481516599655151,-0.029518017545342445,-0.03623974695801735,0.0036107231862843037
