timestamp,head_x,head_y,head_z,l_shoulder_x,l_shoulder_y,l_shoulder_z,l_elbow_x,l_elbow_y,l_elbow_z,l_wrist_x,l_wrist_y,l_wrist_z,l_finger_x,l_finger_y,l_finger_z,l_thumb_x,l_thumb_y,l_thumb_z,l_hip_x,l_hip_y,l_hip_z,r_shoulder_x,r_shoulder_y,r_shoulder_z,r_elbow_x,r_elbow_y,r_elbow_z,r_wrist_x,r_wrist_y,r_wrist_z,r_finger_x,r_finger_y,r_finger_z,r_thumb_x,r_thumb_y,r_thumb_z,r_hip_x,r_hip_y,r_hip_z
1771937646.325688,0.569352924823761,0.5023227334022522,-0.699409544467926,0.6770665645599365,0.7418854832649231,-0.09615134447813034,0.7217072248458862,1.000100016593933,-0.055999428033828735,0.7781349420547485,1.3075283765792847,-0.30387619137763977,0.7946239709854126,1.3586201667785645,-0.44175297021865845,0.7762141227722168,1.339927077293396,-0.34120017290115356,0.6324127912521362,1.3298053741455078,0.07657648622989655,0.40858444571495056,0.7137877345085144,-0.30348989367485046,0.32693183422088623,0.9981377124786377,-0.47284287214279175,0.2985303997993469,1.2854090929031372,-0.7786365151405334,0.29691460728645325,1.3542433977127075,-0.9314978718757629,0.31190717220306396,1.3280774354934692,-0.8099004626274109,0.44576796889305115,1.3307987451553345,-0.0771888941526413
1771937646.4244947,0.5689011812210083,0.4999452233314514,-0.6374848484992981,0.6764470338821411,0.7452355623245239,-0.004163502249866724,0.7164987325668335,1.0031094551086426,0.03982754796743393,0.7597595453262329,1.3075268268585205,-0.20388050377368927,0.7706035375595093,1.3612552881240845,-0.335591584444046,0.7547012567520142,1.3408714532852173,-0.23914143443107605,0.6307706832885742,1.3286112546920776,0.08469454199075699,0.4097248613834381,0.7139050364494324,-0.21281743049621582,0.32751038670539856,0.9987640976905823,-0.38984912633895874,0.30209267139434814,1.2846779823303223,-0.7238692045211792,0.2999832034111023,1.354249119758606,-0.8801110982894897,0.3154814839363098,1.328076720237732,-0.755257785320282,0.44274917244911194,1.325823426246643,-0.08530985563993454
1771937646.4758785,0.5689787864685059,0.4998784363269806,-0.634840726852417,0.6764498353004456,0.7455083727836609,-0.005481873173266649,0.7165192365646362,1.0035618543624878,0.0390106737613678,0.7594916224479675,1.3075453042984009,-0.20512323081493378,0.7702736258506775,1.3613394498825073,-0.3376339077949524,0.754413366317749,1.3409379720687866,-0.2406802624464035,0.6307650804519653,1.3286062479019165,0.08405150473117828,0.40976446866989136,0.7140464186668396,-0.21296259760856628,0.32754406332969666,0.9988223314285278,-0.3790237307548523,0.30250096321105957,1.2848012447357178,-0.6921270489692688,0.30041801929473877,1.3546310663223267,-0.8425745964050293,0.3158850371837616,1.328426480293274,-0.7230570912361145,0.44274988770484924,1.32579505443573,-0.08466893434524536
1771937646.5446413,0.569033145904541,0.4998016059398651,-0.5779905915260315,0.6764286160469055,0.7457102537155151,0.011802111752331257,0.7165248990058899,1.0035725831985474,0.056797392666339874,0.7595279216766357,1.3069065809249878,-0.17176564037799835,0.770307183265686,1.3604412078857422,-0.2942200303077698,0.7544291019439697,1.3401894569396973,-0.2054259032011032,0.6307055354118347,1.3283016681671143,0.08361326158046722,0.40983372926712036,0.7141760587692261,-0.1774652898311615,0.32753247022628784,0.9987914562225342,-0.3326103389263153,0.30247706174850464,1.2845271825790405,-0.6264093518257141,0.3003527522087097,1.35451340675354,-0.7659175395965576,0.3158338665962219,1.3283430337905884,-0.6567155718803406,0.44269609451293945,1.325391173362732,-0.08423113822937012
1771937646.6038904,0.5690466165542603,0.49976062774658203,-0.5811094641685486,0.6763297319412231,0.7457176446914673,0.010851806029677391,0.7166346311569214,1.003551721572876,0.05465134233236313,0.7624030113220215,1.3042749166488647,-0.17461618781089783,0.7753294110298157,1.3558578491210938,-0.29891425371170044,0.7591617703437805,1.3364640474319458,-0.2085588276386261,0.6306601762771606,1.3278157711029053,0.08329566568136215,0.4099647104740143,0.7141857147216797,-0.18072494864463806,0.32768625020980835,0.9986878633499146,-0.33710628747940063,0.3028157353401184,1.284379482269287,-0.630123496055603,0.3007127642631531,1.354404330253601,-0.7698330879211426,0.31618931889533997,1.3282597064971924,-0.660432755947113,0.4427119195461273,1.324900507926941,-0.08390779793262482
1771937646.6718893,0.5687404870986938,0.4997607171535492,-0.579746663570404,0.676320493221283,0.7459542155265808,0.008553971536457539,0.7166720032691956,1.0037696361541748,0.05194556713104248,0.7619509100914001,1.3040449619293213,-0.1782342493534088,0.7745243310928345,1.3558075428009033,-0.30273252725601196,0.7584545016288757,1.336342453956604,-0.2121557742357254,0.6306130290031433,1.32728910446167,0.0816911906003952,0.4100129008293152,0.7143417000770569,-0.16597749292850494,0.3276923894882202,0.9986876249313354,-0.31003350019454956,0.3028408885002136,1.284281849861145,-0.598671019077301,0.3007362186908722,1.3544224500656128,-0.7368656992912292,0.31622573733329773,1.3282644748687744,-0.6295422911643982,0.4426337778568268,1.3241727352142334,-0.0823104977607727
1771937646.7251904,0.568743109703064,0.4997243285179138,-0.5801335573196411,0.6762100458145142,0.7459486126899719,-0.006748227868229151,0.7170372009277344,1.0035526752471924,0.04010063037276268,0.7698797583580017,1.297635793685913,-0.17938975989818573,0.7880610227584839,1.3452973365783691,-0.30605408549308777,0.7711076140403748,1.3277069330215454,-0.2132934033870697,0.6305782198905945,1.3264650106430054,0.08140532672405243,0.41026216745376587,0.7143583297729492,-0.17118528485298157,0.32780247926712036,0.9986823201179504,-0.31342974305152893,0.3028392791748047,1.2841784954071045,-0.6063069105148315,0.3006215989589691,1.354284644126892,-0.7461819052696228,0.31614893674850464,1.32818603515625,-0.6370489597320557,0.4426955580711365,1.3234565258026123,-0.08201949298381805
1771937646.7640874,0.5686365365982056,0.4996873140335083,-0.5564346313476562,0.6761851906776428,0.7460864782333374,0.0008887836011126637,0.7170900106430054,1.003644585609436,0.04624294862151146,0.769128680229187,1.2975921630859375,-0.16585217416286469,0.7866047620773315,1.3453468084335327,-0.28688350319862366,0.7698378562927246,1.3277338743209839,-0.1981334537267685,0.6305541396141052,1.325371503829956,0.0804736316204071,0.4103568494319916,0.7144871950149536,-0.14701546728610992,0.3278721272945404,0.9986845850944519,-0.2832970917224884,0.30322930216789246,1.2840007543563843,-0.5658512115478516,0.3011337220668793,1.3542710542678833,-0.7000991106033325,0.31661802530288696,1.3281482458114624,-0.595833420753479,0.44268113374710083,1.3221977949142456,-0.08109013736248016
1771937646.839424,0.5685033798217773,0.4996863007545471,-0.5452316403388977,0.6761720180511475,0.7461615800857544,0.0003695630293805152,0.71711665391922,1.0038148164749146,0.044320281594991684,0.7683109641075134,1.2971805334091187,-0.16637250781059265,0.784990668296814,1.3452664613723755,-0.2852368950843811,0.7684184312820435,1.327500820159912,-0.19783160090446472,0.6304657459259033,1.3243261575698853,0.07790178805589676,0.41039809584617615,0.7145737409591675,-0.1278199404478073,0.32792651653289795,0.9986802935600281,-0.2609206736087799,0.3040328323841095,1.283453106880188,-0.5428148508071899,0.30246254801750183,1.3539386987686157,-0.673615574836731,0.3177556097507477,1.3277018070220947,-0.5724853873252869,0.4426414966583252,1.3209903240203857,-0.07851721346378326
1771937646.8974407,0.568062424659729,0.4996865689754486,-0.5498645305633545,0.6761512756347656,0.746161162853241,-0.007157937623560429,0.7172871232032776,1.0037914514541626,0.02433815225958824,0.7706469893455505,1.2949671745300293,-0.1880791038274765,0.788703441619873,1.342254638671875,-0.30645471811294556,0.7718387842178345,1.324813961982727,-0.21965034306049347,0.6304330825805664,1.322947382926941,0.07529926300048828,0.41049909591674805,0.7145870923995972,-0.13437335193157196,0.3281695246696472,0.9985698461532593,-0.2666146457195282,0.30400729179382324,1.2824865579605103,-0.5534909963607788,0.30220839381217957,1.3532477617263794,-0.6882190108299255,0.31760650873184204,1.3271056413650513,-0.5841395258903503,0.44264206290245056,1.3193755149841309,-0.07590635120868683
