timestamp,l_shoulder_flexion,l_shoulder_abduction,l_shoulder_internal_rot,l_elbow_flexion,l_wrist_flexion,r_shoulder_flexion,r_shoulder_abduction,r_shoulder_internal_rot,r_elbow_flexion,r_wrist_flexion
1772016139.7998838,8.21801310286412,13.129658209439405,27.380873847605418,31.83800966346532,79.99999999999996,71.90124824780976,52.71486750799832,90.00010057286596,52.42152277102418,79.99999999999996
1772016139.8595243,8.380010151770925,13.042046340643223,27.581119697174618,32.13874702549593,79.99999999999997,72.27788230068494,53.1910153557375,90.00000094107214,50.31498956977235,79.99999999999997
1772016139.9213853,8.123038105598239,13.257168666746537,27.755580144897568,32.79730883276112,79.99999999999997,73.27495213472088,53.20854755859479,89.99995352671898,48.42927586944536,79.99999999999997
1772016139.9838898,7.42222465009913,13.817848451925402,27.759940912441962,33.40376078338195,79.99999999999996,74.95432157357392,52.635123195999554,89.99997850320314,46.67447142507295,79.99999999999996
1772016140.0455458,6.7714286160729795,14.415414457811671,27.62941431904859,33.571788888025615,79.99999999999996,76.97630295833423,51.7928226195663,90.00001193106097,44.85324923927935,79.99999999999996
1772016140.1072834,7.064946402016008,14.43208454733963,27.773660045959865,33.22584340317016,79.99999999999997,78.87867210719158,51.227267782841324,90.00001543070263,43.05605349316821,79.99999999999997
1772016140.1682498,8.902735368963516,13.38631372970338,28.68126488241124,32.628032583925666,79.99999999999997,80.35401762329016,51.33052194393904,90.00000142819371,41.669294695032185,79.99999999999997
1772016140.2365265,11.850670205238844,11.468142400963208,30.354158986129235,32.097303253850264,79.99999999999996,81.2659769480184,52.144554776327034,89.9999934514112,41.097811570567394,79.99999999999996
1772016140.2937913,14.64561381864809,9.479493692334634,32.19080719054875,31.727402287800718,79.99999999999996,81.60145838773458,53.364706916200866,89.99999636670329,41.35731199054739,79.99999999999996
1772016140.3550577,16.338087132861858,8.106175589525062,33.56370563648554,31.450354911805032,79.99999999999997,81.53818046511371,54.493089257841845,90.0000014074567,41.82339973180468,79.99999999999997
1772016140.4218829,17.02350788591697,7.387967121006859,34.40034564766494,31.281490706756,79.99999999999997,81.42404612327793,55.15531683141838,90.00000233204521,41.65173454029691,79.99999999999997
1772016140.4801836,17.357079782937934,6.970978752045317,35.073845102112635,31.298201461487356,79.99999999999996,81.52382139228864,55.39792831347776,90.00000040036211,40.67025177154617,79.99999999999996
1772016140.5429192,17.762507902158216,6.5870662809377105,35.85623328495409,31.393612773367412,79.99999999999996,81.82072276781427,55.605376993625335,89.99999909391951,39.606220098856014,79.99999999999996
1772016140.6042073,18.350421992538852,6.10323009849441,36.6831533278821,31.311648696652775,79.99999999999997,82.13944312747265,56.054133186612724,89.9999994027381,39.20488370154835,79.99999999999997
1772016140.6700077,19.16811471044332,5.41032719394695,37.410465109718544,31.03984373076836,79.99999999999997,82.37158065200346,56.64626310350248,90.00000015189742,39.4125805353938,79.99999999999997
1772016140.7282395,20.09293827305124,4.583990630763271,38.03398210441371,30.8815475262012,79.99999999999996,82.46856450090893,57.15117706552064,90.00000034734614,39.75702165442928,79.99999999999996
1772016140.7929683,20.67958431126431,4.017750410706886,38.505011430433335,30.81017915926438,79.99999999999996,82.30118794742386,57.56904416639984,90.00000008655562,40.27787140213164,79.99999999999996
1772016140.85438,20.48043993862831,4.141294997103692,38.52587838975285,30.016346232128527,79.99999999999997,81.71772593769961,58.09122128847787,89.9999998772436,41.567884179174044,79.99999999999997
1772016140.9199572,19.489810033669066,5.039800748328029,37.8430335259973,27.779169166328035,79.99999999999997,80.78689122770595,58.74995844884997,89.99999990401354,43.833022423955704,79.99999999999997
1772016140.9814112,18.109582541011505,6.446906204517158,36.730490240310495,24.838173123245166,79.99999999999996,79.85201538866303,59.29091397051966,90.00000001375105,46.29084953981466,79.99999999999996
